,property_type,area_m2,price_usd,lat,lon,state
158,house,164,62711.78,20.9968241,-89.5846761,Yucatán
159,house,162,47417.83,20.984423,-89.579231,Yucatán
160,house,120,51369.32,18.864874,-98.925911,Morelos
161,house,317,173906.62,19.40112,-99.06707,Distrito Federal
162,house,185,146995.28,20.705742,-100.444016,Querétaro
163,house,220,184446.42,24.813503,-107.371574,Sinaloa
164,apartment,91,101182.03,18.935198,-99.232834,Morelos
165,house,96,57705.38,21.012869,-89.636932,Yucatán
166,apartment,120,163366.83,21.1672703,-86.8414848,Quintana Roo
167,house,180,184446.42,18.948607,-99.243812,Morelos
168,house,180,102738.64,18.95299,-99.259592,Morelos
169,house,90,68245.17,18.8816687,-99.1632665,Morelos
170,house,243,200208.63,20.58843821,-100.4006267,Querétaro
171,house,170,38470.25,20.9973786,-89.6296213,Yucatán
172,apartment,83,147522.15,19.33923,-99.218987,Distrito Federal
173,house,239,226551.88,16.766967,-93.123362,Chiapas
174,house,200,115410.76,28.631689,-106.102234,Chihuahua
175,house,335,250260.79,20.58966,-100.366899,Querétaro
176,house,210,141990.07,18.862602,-99.213448,Morelos
177,apartment,90,57428.26,20.59808,-100.337153,Querétaro
178,apartment,75,34254.33,21.17893333,-86.81231998,Quintana Roo
179,apartment,117,140741.38,25.6689477,-100.3536491,Nuevo León
180,house,147,92750.2,16.862803,-99.894829,Guerrero
181,apartment,134,173865.39,23.296583,-106.479973,Sinaloa
182,house,133,76150.02,21.0012449,-89.5674103,Yucatán
183,house,69,44783.51,19.666832,-99.236992,Estado de México
184,house,101,210795.91,25.668703,-100.405373,Nuevo León
185,house,350,262115.25,20.663444,-103.426533,Jalisco
186,apartment,130,171231.07,19.521015,-99.23091,Estado de México
187,house,180,86932.69,23.286216,-106.427007,Sinaloa
188,house,200,70283.76,19.422676,-99.257774,Estado de México
189,house,254,171271.67,19.6378074,-99.1995969,Estado de México
190,house,279,131716.2,20.084376,-98.367993,Hidalgo
191,house,110,73234.21,18.850763,-98.943855,Morelos
192,house,73,43729.78,19.300923,-99.713636,Estado de México
193,apartment,70,41680.96,19.444723,-99.186447,Distrito Federal
194,house,380,257531.53,19.403597,-99.149771,Distrito Federal
195,house,298,168069.88,19.66869,-101.205173,Chiapas
196,apartment,63,36817.31,32.486292,-117.054763,Baja California
197,apartment,180,237145.4,20.705671,-103.396278,Jalisco
198,house,354,266975.89,16.8583631,-99.8508616,Guerrero
199,apartment,76,84298.37,19.10059416,-96.10706136,Veracruz de Ignacio de la Llave
200,apartment,75,105397.95,19.479437,-99.236561,Estado de México
201,house,240,183348.96,18.981213,-99.206345,Morelos
202,house,172,86953.31,20.624242,-100.390194,Querétaro
203,apartment,113,153686.47,19.508253,-99.254997,Estado de México
204,house,155,52159.61,19.533955,-99.228287,Estado de México
205,apartment,82,154987.69,19.394073,-99.153915,Distrito Federal
206,house,110,84298.37,18.878128,-99.187238,Morelos
207,apartment,63,113302.8,20.58626877,-100.378679,Querétaro
208,house,60,34773.07,18.961286,-99.212621,Morelos
209,house,254,147557.13,20.628052,-100.404541,Querétaro
210,house,264,172852.64,18.660893,-91.7663706,Campeche
211,house,192,126477.54,19.0652948,-96.069905,Veracruz de Ignacio de la Llave
212,house,72,35988.5,22.285725,-97.843597,Tamaulipas
213,apartment,70,107322.36,19.305984,-99.127341,Distrito Federal
214,house,197,49999.47,19.361792,-99.190096,Distrito Federal
215,house,105,50517.24,22.18776263,-100.9627676,San Luis Potosí
216,apartment,105,93856.88,20.726007,-100.442642,Querétaro
217,apartment,70,41095.45,19.417636,-99.153292,Distrito Federal
218,house,140,42623.36,19.570101,-96.918228,Veracruz de Ignacio de la Llave
219,house,97,50052.15,18.885313,-99.062879,Morelos
220,apartment,129,92750.2,22.148722,-101.00119,San Luis Potosí
221,house,73,37670.83,18.985688,-98.230121,Puebla
222,apartment,100,313695.32,19.427053,-99.256293,Estado de México
223,apartment,68,49051.11,19.446256,-99.147767,Distrito Federal
224,house,220,165172.12,21.4581695,-104.8877876,Nayarit
225,apartment,70,121178.91,19.333974,-99.240363,Distrito Federal
226,apartment,155,226551.88,19.379597,-99.293808,Estado de México
227,house,354,208111.61,22.139618,-101.032422,San Luis Potosí
228,house,80,127880.63,19.552184,-99.251489,Estado de México
229,apartment,80,44794.13,20.5365909,-100.4411011,Querétaro
230,apartment,133,59426.13,19.445032,-99.140207,Distrito Federal
231,house,192,125920.69,19.54235,-99.19195,Estado de México
232,apartment,80,91411.04,19.377404,-99.193301,Distrito Federal
233,apartment,185,157917.19,16.858816,-99.857628,Guerrero
234,house,211,81137.18,23.231522,-106.382439,Sinaloa
235,house,250,105397.95,21.006756,-89.570984,Yucatán
236,apartment,145,81664.04,16.850374,-99.850166,Guerrero
237,house,180,110667.85,18.141083,-94.458733,Veracruz de Ignacio de la Llave
238,house,299,231820.52,18.989918,-98.2295,Puebla
239,house,140,47417.83,25.540674,-103.393252,Veracruz de Ignacio de la Llave
240,house,240,138058.14,21.039522,-89.563911,Yucatán
241,apartment,102,187081.37,19.336697,-99.152534,Distrito Federal
242,house,187,134350.53,20.697427,-100.444385,Querétaro
243,apartment,70,66911.83,19.451872,-99.173522,Distrito Federal
244,house,239,132769.93,19.262129,-99.602481,Estado de México
245,apartment,72,40645.77,19.2790911,-99.2114234,Distrito Federal
246,house,84,65858.1,20.647398,-105.209682,Jalisco
247,house,151,237145.4,23.634501,-102.552788,Tabasco
248,house,177,115937.75,20.5887932,-100.3898881,Querétaro
249,apartment,116,171231.07,19.028651,-98.258029,Puebla
250,apartment,60,38812.39,19.493713,-99.204941,Distrito Federal
251,house,181,129112.49,19.11819,-96.107956,Veracruz de Ignacio de la Llave
252,house,175,115937.75,18.14792879,-94.47729269,Veracruz de Ignacio de la Llave
253,house,370,316193.86,19.4907003,-99.2553635,Estado de México
254,apartment,73,106110.57,25.672309,-100.374119,Nuevo León
255,house,220,150156.47,19.542509,-99.218987,Estado de México
256,house,235,171231.07,19.671952,-101.175638,Chiapas
257,house,176,62170.05,19.297108,-103.737602,Colima
258,house,170,95499.52,32.421957,-117.033513,Baja California
259,house,73,36783.88,18.855343,-99.241142,Morelos
260,house,185,189716.32,18.939657,-99.20237,Morelos
261,house,200,228450.07,19.345431,-99.209949,Distrito Federal
262,house,127,131747.44,25.660103,-100.410858,Nuevo León
263,house,110,143834.1,19.564925,-99.218415,Estado de México
264,house,281,152790.8,25.652299,-100.266174,Nuevo León
265,apartment,75,34421.81,19.452665,-99.121497,Distrito Federal
266,apartment,72,48471.56,16.869995,-99.869568,Guerrero
267,house,185,82717.77,16.768602,-93.164162,Chiapas
268,house,120,63223.78,23.634501,-102.552788,Hidalgo
269,house,200,158059.45,19.317622,-99.607241,Estado de México
270,house,168,115937.75,16.850374,-99.850166,Guerrero
271,apartment,144,79048.46,21.0306572,-89.5945502,Yucatán
272,house,90,131716.2,19.359798,-99.161675,Distrito Federal
273,house,182,68492.42,19.3434226,-99.1359301,Distrito Federal
274,apartment,91,79029.72,19.4503249,-99.1351802,Distrito Federal
275,house,76,35826.8,22.39186463,-97.90892243,Tamaulipas
276,apartment,75,36882.11,19.307417,-99.125191,Distrito Federal
277,house,245,92201.34,24.0277202,-104.6531759,Durango
278,apartment,120,59711.33,19.374843,-99.293871,Estado de México
279,apartment,140,73234.21,22.1352302,-101.0266343,San Luis Potosí
280,house,348,155425.12,25.577366,-103.437088,Veracruz de Ignacio de la Llave
281,house,300,142253.5,19.517859,-96.891403,Veracruz de Ignacio de la Llave
282,house,290,208111.61,20.605692,-100.38488,Querétaro
283,house,180,50064.02,22.15805073,-100.9284005,San Luis Potosí
284,house,162,89567.02,18.847519,-99.220529,Morelos
285,house,190,94331.17,19.119549,-96.107643,Veracruz de Ignacio de la Llave
286,house,300,207057.88,19.301835,-99.206377,Distrito Federal
287,house,215,163366.83,16.756552,-93.181732,Chiapas
288,house,80,34246.21,18.813505,-98.953514,Morelos
289,house,160,115937.75,19.8301251,-90.5349087,Campeche
290,house,271,179134.04,20.592563,-100.371039,Querétaro
291,house,169,84054.87,20.044181,-99.34648,Hidalgo
292,apartment,80,85899.33,19.396893,-99.152302,Distrito Federal
293,house,230,131716.2,20.615292,-103.312843,Jalisco
294,house,167,68492.42,21.202881,-101.679077,Guanajuato
295,house,349,200256.11,21.0315095,-89.600513,Yucatán
296,house,272,260798.09,19.33981,-99.216052,Distrito Federal
297,house,347,292796.2,25.6773984,-100.3940095,Nuevo León
298,house,305,194986.21,21.0344135,-89.5978127,Yucatán
299,house,270,255590.04,18.936026,-99.216217,Morelos
300,house,75,35563.37,20.607178,-100.335754,Querétaro
301,house,218,255529.44,19.470298,-99.272488,Estado de México
302,house,340,250260.79,19.522923,-99.241837,Estado de México
303,house,170,123842.59,20.570164,-100.363823,Querétaro
304,house,240,115937.75,18.14778478,-94.43966746,Veracruz de Ignacio de la Llave
305,house,100,57287.8,19.399741,-99.115503,Distrito Federal
306,house,130,119651,19.282308,-99.126869,Distrito Federal
307,apartment,76,34245.11,19.634604,-99.088905,Estado de México
308,house,106,105372.96,18.904448,-99.242474,Morelos
309,house,278,183875.82,19.456544,-99.127136,Distrito Federal
310,house,285,231875.5,20.726007,-100.442642,Querétaro
311,house,300,200208.63,20.548123,-100.436245,Querétaro
312,apartment,85,76740.25,19.396705,-99.181902,Distrito Federal
313,house,137,83264.38,20.6543981,-100.3546346,Querétaro
314,house,160,154371.39,16.766762,-93.148401,Chiapas
315,house,94,55333.92,18.954132,-99.266083,Morelos
316,house,220,165962.42,25.696475,-100.345717,Nuevo León
317,apartment,80,131400.09,19.270165,-99.152404,Distrito Federal
318,house,100,50052.15,23.634501,-102.552788,Guerrero
319,apartment,92,142253.5,19.39912,-99.141464,Distrito Federal
320,house,270,231820.52,19.229864,-99.597954,Estado de México
321,apartment,107,215482.45,19.376589,-99.153107,Distrito Federal
322,house,280,110351.66,21.072905,-89.65963,Yucatán
323,house,350,226551.88,19.044477,-98.328011,Puebla
324,apartment,69,38461.13,19.6494549,-99.2023662,Estado de México
325,apartment,60,39146.05,19.60537,-99.233148,Estado de México
326,house,151,115910.26,17.999552,-92.950018,Tabasco
327,house,160,84318.36,19.1090862,-98.3289824,Puebla
328,house,200,129081.88,18.910368,-99.1996,Morelos
329,house,300,134350.53,20.775549,-103.691269,Jalisco
330,house,150,35308.31,25.7671943,-100.2575589,Nuevo León
331,house,330,290434.24,24.168865,-110.306996,Baja California Sur
332,house,102,61643.18,32.457415,-116.88252,Baja California
333,house,200,121705.77,20.726007,-100.442642,Querétaro
334,apartment,94,51118,17.05885137,-96.74943298,Oaxaca
335,house,160,111194.84,19.550762,-99.242156,Estado de México
336,house,174,82842.79,21.04122068,-89.55497566,Yucatán
337,apartment,69,84298.37,19.373161,-99.130394,Distrito Federal
338,house,210,118572.7,18.917542,-98.963181,Morelos
339,apartment,110,262378.68,25.657194,-100.340521,Nuevo León
340,house,380,289775.66,18.94542,-99.223195,Morelos
341,house,132,86953.31,20.6113606,-100.3288581,Querétaro
342,house,165,71126.75,16.773806,-93.096295,Chiapas
343,house,300,179239.41,19.493973,-99.130394,Distrito Federal
344,apartment,145,115437.11,20.626583,-87.078659,Quintana Roo
345,apartment,126,175924.99,25.651072,-100.342773,Nuevo León
346,house,80,46715.31,19.362795,-99.218987,Distrito Federal
347,house,180,118572.7,20.631845,-100.390495,Querétaro
348,house,194,76395.4,25.637247,-100.382774,Nuevo León
349,house,185,97469.99,21.138567,-86.842937,Quintana Roo
350,house,300,98787.15,16.874741,-99.889244,Guerrero
351,apartment,80,53158.18,19.395097,-99.150424,Distrito Federal
352,apartment,64,76395.4,19.478815,-99.196831,Distrito Federal
353,house,95,38461.13,19.554081,-96.911522,Veracruz de Ignacio de la Llave
354,house,232,139652.29,22.2761309,-97.87844181,Tamaulipas
355,house,192,173906.62,18.9611008,-99.2684274,Morelos
356,apartment,60,34983.82,19.51918,-99.143403,Distrito Federal
357,apartment,131,77467.49,21.03071,-89.618103,Yucatán
358,house,240,97469.99,19.671921,-101.197362,Chiapas
359,house,356,288721.93,19.514929,-99.2542064,Estado de México
360,house,150,57968.87,19.295469,-99.692619,Estado de México
361,house,110,138934.25,19.488134,-99.230759,Estado de México
362,apartment,70,49273.54,19.326108,-99.122758,Distrito Federal
363,house,357,210745.93,29.105133,-110.943916,Sonora
364,house,256,60603.82,19.711031,-101.245743,Chiapas
365,house,300,162393.9,25.5883667,-100.2430415,Nuevo León
366,house,204,135963.36,24.155968,-110.315987,Baja California Sur
367,house,190,102369.83,19.483263,-99.186297,Distrito Federal
368,house,139,252895.12,19.404718,-99.263313,Estado de México
369,house,115,46890.97,28.678531,-106.040439,Chihuahua
370,house,90,60603.82,21.0064261,-89.6850751,Yucatán
371,apartment,85,94835.67,23.634501,-102.552788,Distrito Federal
372,house,70,34254.33,19.580685,-99.047432,Estado de México
373,house,90,37353.34,20.571299,-100.383032,Querétaro
374,house,200,79029.72,20.9904342,-89.6004394,Yucatán
375,house,300,147522.15,18.953518,-99.272508,Morelos
376,house,380,200256.11,25.686357,-100.376106,Nuevo León
377,house,92,51632.75,32.494759,-117.016926,Baja California
378,house,290,152790.8,20.75400202,-103.3824715,Jalisco
379,house,90,52686.48,19.562864,-99.064713,Estado de México
380,house,136,79048.46,20.52852648,-99.88301754,Querétaro
381,apartment,174,143868.21,22.133745,-101.016029,San Luis Potosí
382,apartment,65,135225.12,19.299864,-99.111133,Distrito Federal
383,house,343,191620.74,19.493069,-99.060346,Estado de México
384,house,176,110140.86,20.6536084,-100.3469826,Querétaro
385,apartment,145,123813.23,19.384724,-99.145619,Distrito Federal
386,house,100,184402.69,20.883594,-103.839896,Jalisco
387,house,90,242357.82,25.6866142,-100.3161126,Nuevo León
388,house,140,51632.75,18.804197,-98.932816,Morelos
389,house,250,150192.08,20.7047931,-100.4462718,Querétaro
390,house,80,36889.28,19.58978688,-99.05216199,Estado de México
391,house,202,150894.08,18.972588,-98.282691,Puebla
392,house,299,194939.99,25.530777,-100.2071,Nuevo León
393,house,100,115910.26,20.593385,-100.361619,Querétaro
394,house,182,108559.89,19.017727,-98.316376,Puebla
395,apartment,62,50591.01,19.454332,-99.200287,Distrito Federal
396,house,200,158096.93,21.139086,-86.84964,Quintana Roo
397,house,106,38724.56,19.2030655,-99.5478784,Estado de México
398,house,150,93781.94,23.290356,-106.426237,Sinaloa
399,house,161,52633.79,19.277207,-103.734973,Colima
400,house,266,144700.85,25.73936938,-100.2269948,Nuevo León
401,house,250,242357.82,18.901708,-99.237779,Morelos
402,apartment,83,115910.26,19.368808,-99.112954,Distrito Federal
403,house,175,126214.05,21.03697742,-89.60342735,Yucatán
404,house,270,229186.2,23.634501,-102.552788,Morelos
405,apartment,88,100104.31,19.38342,-99.086604,Distrito Federal
406,house,145,102738.64,18.93409,-99.254997,Morelos
407,house,350,161258.87,19.380834,-99.200764,Distrito Federal
408,house,68,43202.91,18.886955,-99.062244,Morelos
409,house,210,155425.12,25.679226,-100.344032,Nuevo León
410,apartment,127,289775.66,19.413009,-99.17109,Distrito Federal
411,apartment,70,44048.85,19.410215,-99.14595,Distrito Federal
412,apartment,82,154898.26,19.367424,-99.185753,Distrito Federal
413,house,172,50157.53,22.0951835,-100.8747482,San Luis Potosí
414,apartment,83,177695.7,19.298168,-99.113106,Distrito Federal
415,apartment,87,84318.36,19.5652097,-99.2646998,Estado de México
416,house,200,92223.21,19.5527338,-99.2494583,Estado de México
417,house,235,146995.28,21.0634817,-89.6110378,Yucatán
418,house,218,118572.7,22.285725,-97.843597,Tamaulipas
419,house,184,93804.18,20.5230129,-100.4302641,Querétaro
420,apartment,79,137017.34,19.440043,-99.176894,Distrito Federal
421,house,293,158059.45,25.439536,-100.994925,Veracruz de Ignacio de la Llave
422,apartment,144,90620.75,22.144705,-101.04092,San Luis Potosí
423,house,374,247421.7,20.9959805,-89.61281776,Yucatán
424,house,140,73778.56,22.328656,-97.88985144,Tamaulipas
425,house,92,64556.24,18.858107,-99.200287,Morelos
426,house,200,108007.29,19.0530826,-96.0588921,Veracruz de Ignacio de la Llave
427,house,80,44783.51,18.883513,-99.221881,Morelos
428,house,250,292900.92,18.933414,-99.194748,Morelos
429,house,180,168596.74,18.935198,-99.232834,Morelos
430,house,254,139652.29,25.7385463,-100.3184093,Nuevo León
431,apartment,60,35890.24,19.41275,-99.126007,Distrito Federal
432,apartment,78,150830.86,19.364891,-99.148384,Distrito Federal
433,house,126,68492.42,19.272732,-99.453377,Estado de México
434,house,350,210745.93,19.490576,-99.254997,Estado de México
435,house,156,86953.31,20.5535753,-100.4222725,Querétaro
436,house,227,125920.69,20.572051,-100.406716,Querétaro
437,house,102,61643.18,32.457469,-116.882435,Baja California
438,house,160,106127.01,19.353373,-99.1138,Distrito Federal
439,house,270,164947.8,21.039522,-89.563911,Yucatán
440,house,204,94835.67,20.2959587,-103.1944627,Jalisco
441,house,80,34246.21,20.379178,-99.966431,Querétaro
442,house,130,47417.83,18.804409,-98.959038,Morelos
443,house,195,94858.16,20.59580375,-101.1864337,Guanajuato
444,house,350,237145.4,22.272678,-97.883728,Tamaulipas
445,house,109,45848.11,22.309216,-97.89325,Tamaulipas
446,house,67,34254.33,18.808657,-99.203751,Morelos
447,house,361,194939.99,20.712604,-103.391146,Jalisco
448,house,311,240884.28,25.6626225,-100.3688142,Nuevo León
449,house,243,101445.53,19.059084,-98.286095,Puebla
450,house,245,78502.86,21.89658,-102.316322,Aguascalientes
451,house,180,76413.51,19.8308743,-90.5359003,Campeche
452,house,150,168596.74,19.491798,-99.262423,Estado de México
453,house,150,45057.62,19.508428,-99.125896,Distrito Federal
454,house,78,51632.75,28.70466,-106.089596,Chihuahua
455,apartment,90,53832.41,19.454332,-99.200287,Distrito Federal
456,house,175,118544.58,19.077675,-98.225566,Puebla
457,house,160,99577.45,23.634501,-102.552788,Morelos
458,house,70,46469.47,18.922282,-99.04435,Morelos
459,house,140,73778.56,16.742777,-93.119011,Chiapas
460,house,200,289775.66,20.945961,-97.389905,Veracruz de Ignacio de la Llave
461,house,80,39514.86,22.193162,-101.005431,San Luis Potosí
462,apartment,93,76413.51,19.119549,-96.107643,Veracruz de Ignacio de la Llave
463,house,140,68508.67,19.49536837,-99.25845981,Estado de México
